Time,Extension,Load
(sec),(mm),(N)
45.80000,19.08393,1.78402
45.90000,19.12622,1.78471
46.00000,19.16726,1.77803
46.10000,19.20809,1.77638
46.20000,19.24955,1.77384
46.30000,19.29205,1.77456
46.40000,19.33330,1.76961
46.50000,19.37476,1.76725
46.60000,19.41622,1.75956
46.70000,19.45768,1.76183
46.80000,19.49976,1.76167
46.90000,19.54122,1.75956
47.00000,19.58247,1.75326
47.10000,19.62413,1.74488
47.20000,19.66663,1.74262
47.30000,19.70913,1.74242
47.40000,19.75038,1.73255
47.50000,19.79205,1.73071
47.60000,19.83309,1.72507
47.70000,19.87497,1.72048
47.80000,19.91726,1.71174
47.90000,19.95934,1.70589
48.00000,20.00038,1.69882
48.10000,20.04184,1.68905
48.20000,20.08309,1.68467
48.30000,20.12559,1.66933
48.40000,20.16663,1.66124
48.50000,20.20788,1.64857
48.60000,20.24934,1.63301
48.70000,20.29059,1.62380
48.80000,20.33309,1.61447
48.90000,20.37476,1.60106
49.00000,20.41642,1.58545
49.10000,20.45767,1.56764
49.20000,20.49976,1.55260
49.30000,20.54226,1.53017
49.40000,20.58372,1.50724
49.50000,20.62497,1.48261
49.60000,20.66622,1.38591
49.70000,20.70830,1.36946
49.80000,20.75059,1.34965
49.90000,20.79267,1.32889
50.00000,20.83351,1.31570
50.10000,20.87455,1.29199
50.20000,20.91642,1.28563
50.30000,20.95892,1.27098
50.40000,20.99996,1.26187
50.50000,21.04121,1.25143
50.60000,21.08226,1.22954
50.70000,21.12434,1.22692
50.80000,21.16684,1.21432
50.90000,21.20851,1.20552
51.00000,21.24976,1.19311
51.10000,21.29142,1.18210
51.20000,21.33288,1.17345
51.30000,21.37559,1.16024
51.40000,21.41725,1.14641
51.50000,21.45850,1.13621
51.60000,21.49955,1.12133
51.70000,21.54163,1.10963
51.80000,21.58371,1.09741
51.90000,21.62580,1.08222
52.00000,21.66705,1.06585
52.10000,21.70809,1.04744
52.20000,21.74976,1.03316
52.30000,21.79205,1.02041
52.40000,21.83351,1.00390
52.50000,21.87496,0.98479
52.60000,21.91580,0.96312
52.70000,21.95767,0.94864
52.80000,21.99996,0.92836
52.90000,22.04184,0.90844
53.00000,22.08288,0.89251
53.10000,22.12392,0.87419
53.20000,22.16559,0.85865
53.30000,22.20850,0.84066
53.40000,22.25059,0.81474
53.50000,22.29184,0.79778
53.60000,22.33309,0.77343
53.70000,22.37517,0.75164
53.80000,22.41746,0.73395
53.90000,22.45934,0.71456
54.00000,22.50059,0.68761
54.10000,22.54142,0.66254
54.20000,22.58309,0.63898
54.30000,22.62538,0.61783
54.40000,22.66704,0.59251
54.50000,22.70767,0.56810
54.60000,22.74934,0.53721
54.70000,22.79121,0.51629
54.80000,22.83330,0.48472
54.90000,22.87496,0.44843
55.00000,22.91621,0.40831
55.10000,22.95746,0.35479
55.20000,22.99954,0.23494
55.30000,23.04184,0.23419
55.40000,23.08371,0.23022
55.50000,23.12517,0.22386
55.60000,23.16684,0.22238
55.70000,23.20850,0.21555
55.80000,23.25100,0.20184
55.90000,23.29225,0.17917
56.00000,23.33392,-0.01573
56.10000,23.37454,-0.00904
56.20000,23.41642,-0.00763
56.30000,23.45871,-0.00542
56.40000,23.50017,-0.00584
56.50000,23.54100,-0.00434
56.60000,23.58267,-0.00825
56.70000,23.62433,-0.00742
56.80000,23.66663,-0.00569
56.90000,23.70829,-0.00324
57.00000,23.74975,-0.00008
57.10000,23.79079,-0.00152
57.20000,23.83329,-0.01140
57.30000,23.87538,-0.00490
57.40000,23.91683,-0.00138
57.50000,23.95829,-0.00558
57.60000,23.99954,-0.00470
57.70000,24.04204,-0.00493
57.80000,24.08434,-0.00717
57.90000,24.12600,-0.00566
58.00000,24.16746,-0.00436
58.10000,24.20808,-0.01214
58.20000,24.24975,-0.00915
58.30000,24.29163,-0.00625
58.40000,24.33329,-0.00756
58.50000,24.37475,-0.00761
58.60000,24.41621,-0.00577
58.70000,24.45788,-0.00627
58.80000,24.49996,-0.00629
58.90000,24.54163,-0.00688
59.00000,24.58288,-0.00825
59.10000,24.62413,-0.00833
59.20000,24.66642,-0.00284
59.30000,24.70871,-0.00504
59.40000,24.75037,-0.00550
59.50000,24.79183,-0.00518
59.60000,24.83308,-0.00519
59.70000,24.87517,-0.00050
59.80000,24.91746,-0.00549
59.90000,24.95912,-0.00277
60.00000,25.00037,-0.00835
60.10000,25.04142,-0.01049
60.20000,25.08329,-0.00535
60.30000,25.12558,-0.00635
60.40000,25.16683,-0.00598
60.50000,25.20808,-0.00673
60.60000,25.24954,-0.01099
60.70000,25.29121,-0.00619
60.80000,25.33329,-0.00901
60.90000,25.37475,-0.00726
61.00000,25.41621,-0.00714
61.10000,25.45767,-0.00989
61.20000,25.49933,-0.00571
61.22200,25.50912,-0.00348
